,Organisatie,Functie,persnr,Kalenderjaar,maand,Dienstverband,Onderwijskwalificatie,fte,kwartaal,Datum
36681,FNWI,Docent 4,-7521682483991387876,2022,10,Vast,Basiskwalificatie Onderwijs (BKO),0.8421,Q4,2022 Q4
36684,FNWI,Docent 4,-6727449731696887387,2020,1,Tijdelijk,Geen,0.73681,Q1,2020 Q1
36685,FNWI,Docent 4,-6727449731696887387,2020,2,Tijdelijk,Geen,0.73679,Q1,2020 Q1
36686,FNWI,Docent 4,-6727449731696887387,2020,3,Tijdelijk,Geen,0.73681,Q1,2020 Q1
36687,FNWI,Docent 4,-6727449731696887387,2020,4,Tijdelijk,Geen,0.7368,Q2,2020 Q2
36688,FNWI,Docent 4,-6727449731696887387,2020,5,Tijdelijk,Geen,0.73681,Q2,2020 Q2
36689,FNWI,Docent 4,-6727449731696887387,2020,6,Tijdelijk,Geen,0.7368,Q2,2020 Q2
36690,FNWI,Docent 4,-6727449731696887387,2020,7,Tijdelijk,Geen,0.73681,Q3,2020 Q3
36691,FNWI,Docent 4,-6727449731696887387,2020,8,Tijdelijk,Geen,0.73681,Q3,2020 Q3
36692,FNWI,Docent 4,-6727449731696887387,2020,9,Tijdelijk,Geen,0.7368,Q3,2020 Q3
36693,FNWI,Docent 4,-6727449731696887387,2020,10,Tijdelijk,Geen,0.73681,Q4,2020 Q4
36694,FNWI,Docent 4,-6727449731696887387,2020,11,Tijdelijk,Geen,0.7368,Q4,2020 Q4
36695,FNWI,Docent 4,-6727449731696887387,2020,12,Tijdelijk,Geen,0.73681,Q4,2020 Q4
36696,FNWI,Docent 4,-6727449731696887387,2021,1,Tijdelijk,Basiskwalificatie Onderwijs (BKO),0.73681,Q1,2021 Q1
36697,FNWI,Docent 4,-6727449731696887387,2021,2,Tijdelijk,Basiskwalificatie Onderwijs (BKO),0.73679,Q1,2021 Q1
36698,FNWI,Docent 4,-6727449731696887387,2021,3,Tijdelijk,Basiskwalificatie Onderwijs (BKO),0.73681,Q1,2021 Q1
36699,FNWI,Docent 4,-6727449731696887387,2021,4,Tijdelijk,Basiskwalificatie Onderwijs (BKO),0.7368,Q2,2021 Q2
36700,FNWI,Docent 4,-6727449731696887387,2021,5,Tijdelijk,Basiskwalificatie Onderwijs (BKO),0.73681,Q2,2021 Q2
36701,FNWI,Docent 4,-6727449731696887387,2021,6,Tijdelijk,Basiskwalificatie Onderwijs (BKO),0.7368,Q2,2021 Q2
36702,FNWI,Docent 4,-6727449731696887387,2021,7,Tijdelijk,Basiskwalificatie Onderwijs (BKO),0.73681,Q3,2021 Q3
36703,FNWI,Docent 4,-6727449731696887387,2021,8,Tijdelijk,Basiskwalificatie Onderwijs (BKO),0.73681,Q3,2021 Q3
36704,FNWI,Docent 4,-6727449731696887387,2021,9,Tijdelijk,Basiskwalificatie Onderwijs (BKO),0.7368,Q3,2021 Q3
36705,FNWI,Docent 4,-6727449731696887387,2021,10,Tijdelijk,Basiskwalificatie Onderwijs (BKO),0.7368100000000001,Q4,2021 Q4
36706,FNWI,Docent 4,-6727449731696887387,2021,11,Tijdelijk,Basiskwalificatie Onderwijs (BKO),0.7368,Q4,2021 Q4
36707,FNWI,Docent 4,-6727449731696887387,2021,12,Tijdelijk,Basiskwalificatie Onderwijs (BKO),0.73681,Q4,2021 Q4
36708,FNWI,Docent 4,-6727449731696887387,2022,1,Tijdelijk,Basiskwalificatie Onderwijs (BKO),0.73681,Q1,2022 Q1
36709,FNWI,Docent 4,-6727449731696887387,2022,2,Tijdelijk,Basiskwalificatie Onderwijs (BKO),0.73679,Q1,2022 Q1
36710,FNWI,Docent 4,-6727449731696887387,2022,3,Tijdelijk,Basiskwalificatie Onderwijs (BKO),0.73681,Q1,2022 Q1
36711,FNWI,Docent 4,-6727449731696887387,2022,4,Tijdelijk,Basiskwalificatie Onderwijs (BKO),0.7368,Q2,2022 Q2
36712,FNWI,Docent 4,-6727449731696887387,2022,5,Tijdelijk,Basiskwalificatie Onderwijs (BKO),0.73681,Q2,2022 Q2
36713,FNWI,Docent 4,-6727449731696887387,2022,6,Tijdelijk,Basiskwalificatie Onderwijs (BKO),0.02457,Q2,2022 Q2
35261,FNWI,Docent 3,3216968195268612244,2021,6,Tijdelijk,Geen,0.1789,Q2,2021 Q2
35262,FNWI,Docent 3,3216968195268612244,2021,7,Tijdelijk,Geen,0.08658,Q3,2021 Q3
36721,FNWI,Docent 4,-66075520669618773,2021,2,Tijdelijk,Basiskwalificatie Onderwijs (BKO),0.73679,Q1,2021 Q1
36722,FNWI,Docent 4,-66075520669618773,2021,3,Tijdelijk,Basiskwalificatie Onderwijs (BKO),0.73681,Q1,2021 Q1
36723,FNWI,Docent 4,-66075520669618773,2021,4,Tijdelijk,Basiskwalificatie Onderwijs (BKO),0.44207,Q2,2021 Q2
36739,FNWI,Docent 4,-7699500280451843252,2020,8,Tijdelijk,Geen,0.8,Q3,2020 Q3
36740,FNWI,Docent 4,-7699500280451843252,2020,9,Tijdelijk,Geen,0.8,Q3,2020 Q3
36741,FNWI,Docent 4,-7699500280451843252,2020,10,Tijdelijk,Geen,0.8,Q4,2020 Q4
36742,FNWI,Docent 4,-7699500280451843252,2020,11,Tijdelijk,Geen,0.8,Q4,2020 Q4
36743,FNWI,Docent 4,-7699500280451843252,2020,12,Tijdelijk,Geen,0.8,Q4,2020 Q4
36744,FNWI,Docent 4,-7699500280451843252,2021,1,Tijdelijk,Geen,0.8,Q1,2021 Q1
36745,FNWI,Docent 4,-7699500280451843252,2021,2,Tijdelijk,Geen,0.8,Q1,2021 Q1
36746,FNWI,Docent 4,-7699500280451843252,2021,3,Tijdelijk,Geen,0.8,Q1,2021 Q1
36747,FNWI,Docent 4,-7699500280451843252,2021,4,Tijdelijk,Geen,0.8,Q2,2021 Q2
36748,FNWI,Docent 4,-7699500280451843252,2021,5,Tijdelijk,Geen,0.8,Q2,2021 Q2
36749,FNWI,Docent 4,-7699500280451843252,2021,6,Tijdelijk,Geen,0.8,Q2,2021 Q2
36750,FNWI,Docent 4,-7699500280451843252,2021,7,Tijdelijk,Geen,0.8,Q3,2021 Q3
36751,FNWI,Docent 4,-7699500280451843252,2021,8,Tijdelijk,Geen,0.8,Q3,2021 Q3
36752,FNWI,Docent 4,-7699500280451843252,2021,9,Tijdelijk,Geen,0.8,Q3,2021 Q3
36753,FNWI,Docent 4,-7699500280451843252,2021,10,Tijdelijk,Geen,0.8,Q4,2021 Q4
36754,FNWI,Docent 4,-7699500280451843252,2021,11,Tijdelijk,Geen,0.8,Q4,2021 Q4
36755,FNWI,Docent 4,-7699500280451843252,2021,12,Tijdelijk,Geen,0.8,Q4,2021 Q4
36756,FNWI,Docent 4,-7699500280451843252,2022,1,Tijdelijk,Geen,0.8,Q1,2022 Q1
36757,FNWI,Docent 4,-7699500280451843252,2022,2,Tijdelijk,Geen,0.63161,Q1,2022 Q1
36758,FNWI,Docent 4,-7699500280451843252,2022,3,Tijdelijk,Geen,0.63161,Q1,2022 Q1
36759,FNWI,Docent 4,-7699500280451843252,2022,4,Tijdelijk,Geen,0.6316,Q2,2022 Q2
36760,FNWI,Docent 4,-7699500280451843252,2022,5,Tijdelijk,Geen,0.63161,Q2,2022 Q2
36761,FNWI,Docent 4,-7699500280451843252,2022,6,Tijdelijk,Geen,0.6316,Q2,2022 Q2
36762,FNWI,Docent 4,-7699500280451843252,2022,7,Tijdelijk,Geen,0.63161,Q3,2022 Q3
36763,FNWI,Docent 4,-7699500280451843252,2022,8,Tijdelijk,Geen,0.63161,Q3,2022 Q3
36764,FNWI,Docent 4,-7699500280451843252,2022,9,Tijdelijk,Geen,0.6316,Q3,2022 Q3
36765,FNWI,Docent 4,-7699500280451843252,2022,10,Tijdelijk,Geen,0.63161,Q4,2022 Q4
36768,FNWI,Docent 4,2838921104251408833,2020,1,Tijdelijk,Geen,0.4211,Q1,2020 Q1
36769,FNWI,Docent 4,2838921104251408833,2020,2,Tijdelijk,Geen,0.4211,Q1,2020 Q1
36770,FNWI,Docent 4,2838921104251408833,2020,3,Tijdelijk,Geen,0.4211,Q1,2020 Q1
36771,FNWI,Docent 4,2838921104251408833,2020,4,Tijdelijk,Geen,0.4211,Q2,2020 Q2
36772,FNWI,Docent 4,2838921104251408833,2020,5,Tijdelijk,Geen,0.4211,Q2,2020 Q2
36773,FNWI,Docent 4,2838921104251408833,2020,6,Tijdelijk,Geen,0.4211,Q2,2020 Q2
36774,FNWI,Docent 4,2838921104251408833,2020,7,Tijdelijk,Geen,0.4211,Q3,2020 Q3
36775,FNWI,Docent 4,2838921104251408833,2020,8,Tijdelijk,Geen,0.52977,Q3,2020 Q3
36776,FNWI,Docent 4,2838921104251408833,2020,9,Tijdelijk,Geen,0.6316,Q3,2020 Q3
36777,FNWI,Docent 4,2838921104251408833,2020,10,Tijdelijk,Geen,0.63161,Q4,2020 Q4
36778,FNWI,Docent 4,2838921104251408833,2020,11,Tijdelijk,Geen,0.6316,Q4,2020 Q4
36779,FNWI,Docent 4,2838921104251408833,2020,12,Tijdelijk,Geen,0.63161,Q4,2020 Q4
36780,FNWI,Docent 4,2838921104251408833,2021,1,Tijdelijk,Geen,0.63161,Q1,2021 Q1
36781,FNWI,Docent 4,2838921104251408833,2021,2,Tijdelijk,Geen,0.63161,Q1,2021 Q1
36782,FNWI,Docent 4,2838921104251408833,2021,3,Tijdelijk,Geen,0.63161,Q1,2021 Q1
36783,FNWI,Docent 4,2838921104251408833,2021,4,Tijdelijk,Geen,0.6316,Q2,2021 Q2
36784,FNWI,Docent 4,2838921104251408833,2021,5,Tijdelijk,Geen,0.63161,Q2,2021 Q2
36785,FNWI,Docent 4,2838921104251408833,2021,6,Tijdelijk,Geen,0.6316,Q2,2021 Q2
33972,FNWI,Docent 2,-6286324081987885531,2020,1,Vast,Geen,0.32371,Q1,2020 Q1
33973,FNWI,Docent 2,-6286324081987885531,2020,2,Vast,Geen,0.32369,Q1,2020 Q1
33974,FNWI,Docent 2,-6286324081987885531,2020,3,Vast,Geen,0.32371,Q1,2020 Q1
33975,FNWI,Docent 2,-6286324081987885531,2020,4,Vast,Geen,0.3237,Q2,2020 Q2
33976,FNWI,Docent 2,-6286324081987885531,2020,5,Vast,Geen,0.32371,Q2,2020 Q2
33977,FNWI,Docent 2,-6286324081987885531,2020,6,Vast,Geen,0.3237,Q2,2020 Q2
33978,FNWI,Docent 2,-6286324081987885531,2020,7,Vast,Geen,0.32371,Q3,2020 Q3
33979,FNWI,Docent 2,-6286324081987885531,2020,8,Vast,Geen,0.32371,Q3,2020 Q3
33980,FNWI,Docent 2,-6286324081987885531,2020,9,Vast,Geen,0.3605,Q3,2020 Q3
33981,FNWI,Docent 2,-6286324081987885531,2020,10,Vast,Geen,0.36052,Q4,2020 Q4
33982,FNWI,Docent 2,-6286324081987885531,2020,11,Vast,Geen,0.3605,Q4,2020 Q4
33983,FNWI,Docent 2,-6286324081987885531,2020,12,Vast,Geen,0.36052,Q4,2020 Q4
33984,FNWI,Docent 2,-6286324081987885531,2021,1,Vast,Basiskwalificatie Onderwijs (BKO),0.36052,Q1,2021 Q1
33985,FNWI,Docent 2,-6286324081987885531,2021,2,Vast,Basiskwalificatie Onderwijs (BKO),0.3605,Q1,2021 Q1
33986,FNWI,Docent 2,-6286324081987885531,2021,3,Vast,Basiskwalificatie Onderwijs (BKO),0.36052,Q1,2021 Q1
33987,FNWI,Docent 2,-6286324081987885531,2021,4,Vast,Basiskwalificatie Onderwijs (BKO),0.3605,Q2,2021 Q2
33988,FNWI,Docent 2,-6286324081987885531,2021,5,Vast,Basiskwalificatie Onderwijs (BKO),0.36052,Q2,2021 Q2
33989,FNWI,Docent 2,-6286324081987885531,2021,6,Vast,Basiskwalificatie Onderwijs (BKO),0.36053,Q2,2021 Q2
33990,FNWI,Docent 2,-6286324081987885531,2021,7,Vast,Basiskwalificatie Onderwijs (BKO),0.36052,Q3,2021 Q3
33991,FNWI,Docent 2,-6286324081987885531,2021,8,Vast,Basiskwalificatie Onderwijs (BKO),0.34471,Q3,2021 Q3
33992,FNWI,Docent 2,-6286324081987885531,2021,9,Vast,Basiskwalificatie Onderwijs (BKO),0.3447,Q3,2021 Q3
33993,FNWI,Docent 2,-6286324081987885531,2021,10,Vast,Basiskwalificatie Onderwijs (BKO),0.34471,Q4,2021 Q4
33994,FNWI,Docent 2,-6286324081987885531,2021,11,Vast,Basiskwalificatie Onderwijs (BKO),0.3447,Q4,2021 Q4
33995,FNWI,Docent 2,-6286324081987885531,2021,12,Vast,Basiskwalificatie Onderwijs (BKO),0.34471,Q4,2021 Q4
33996,FNWI,Docent 2,-6286324081987885531,2022,1,Vast,Basiskwalificatie Onderwijs (BKO),0.34471,Q1,2022 Q1
33997,FNWI,Docent 2,-6286324081987885531,2022,2,Vast,Basiskwalificatie Onderwijs (BKO),0.34471,Q1,2022 Q1
33998,FNWI,Docent 2,-6286324081987885531,2022,3,Vast,Basiskwalificatie Onderwijs (BKO),0.34471,Q1,2022 Q1
33999,FNWI,Docent 2,-6286324081987885531,2022,4,Vast,Basiskwalificatie Onderwijs (BKO),0.3447,Q2,2022 Q2
34000,FNWI,Docent 2,-6286324081987885531,2022,5,Vast,Basiskwalificatie Onderwijs (BKO),0.34471,Q2,2022 Q2
34001,FNWI,Docent 2,-6286324081987885531,2022,6,Vast,Basiskwalificatie Onderwijs (BKO),0.3447,Q2,2022 Q2
34002,FNWI,Docent 2,-6286324081987885531,2022,7,Vast,Basiskwalificatie Onderwijs (BKO),0.34471,Q3,2022 Q3
34003,FNWI,Docent 2,-6286324081987885531,2022,8,Vast,Basiskwalificatie Onderwijs (BKO),0.39471,Q3,2022 Q3
34004,FNWI,Docent 2,-6286324081987885531,2022,9,Vast,Basiskwalificatie Onderwijs (BKO),0.3947,Q3,2022 Q3
34005,FNWI,Docent 2,-6286324081987885531,2022,10,Vast,Basiskwalificatie Onderwijs (BKO),0.39471,Q4,2022 Q4
36799,FNWI,Docent 4,6023630546040238817,2022,8,Tijdelijk,Basiskwalificatie Onderwijs (BKO),0.8,Q3,2022 Q3
36800,FNWI,Docent 4,6023630546040238817,2022,9,Tijdelijk,Basiskwalificatie Onderwijs (BKO),0.8,Q3,2022 Q3
36801,FNWI,Docent 4,6023630546040238817,2022,10,Tijdelijk,Basiskwalificatie Onderwijs (BKO),0.8,Q4,2022 Q4
35268,FNWI,Docent 3,5637610396062400745,2020,1,Vast,Basiskwalificatie Onderwijs (BKO),0.69739,Q1,2020 Q1
35269,FNWI,Docent 3,5637610396062400745,2020,2,Vast,Basiskwalificatie Onderwijs (BKO),0.69741,Q1,2020 Q1
35270,FNWI,Docent 3,5637610396062400745,2020,3,Vast,Basiskwalificatie Onderwijs (BKO),0.69739,Q1,2020 Q1
35271,FNWI,Docent 3,5637610396062400745,2020,4,Vast,Basiskwalificatie Onderwijs (BKO),0.6974,Q2,2020 Q2
35272,FNWI,Docent 3,5637610396062400745,2020,5,Vast,Basiskwalificatie Onderwijs (BKO),0.69739,Q2,2020 Q2
35273,FNWI,Docent 3,5637610396062400745,2020,6,Vast,Basiskwalificatie Onderwijs (BKO),0.6974,Q2,2020 Q2
35274,FNWI,Docent 3,5637610396062400745,2020,7,Vast,Basiskwalificatie Onderwijs (BKO),0.69739,Q3,2020 Q3
35275,FNWI,Docent 3,5637610396062400745,2020,8,Vast,Basiskwalificatie Onderwijs (BKO),0.52629,Q3,2020 Q3
35276,FNWI,Docent 3,5637610396062400745,2020,9,Vast,Basiskwalificatie Onderwijs (BKO),0.5263,Q3,2020 Q3
35277,FNWI,Docent 3,5637610396062400745,2020,10,Vast,Basiskwalificatie Onderwijs (BKO),0.52629,Q4,2020 Q4
35278,FNWI,Docent 3,5637610396062400745,2020,11,Vast,Basiskwalificatie Onderwijs (BKO),0.5263,Q4,2020 Q4
35279,FNWI,Docent 3,5637610396062400745,2020,12,Vast,Basiskwalificatie Onderwijs (BKO),0.52629,Q4,2020 Q4
35280,FNWI,Docent 3,5637610396062400745,2021,1,Vast,Basiskwalificatie Onderwijs (BKO),0.52629,Q1,2021 Q1
35281,FNWI,Docent 3,5637610396062400745,2021,2,Vast,Basiskwalificatie Onderwijs (BKO),0.52629,Q1,2021 Q1
35282,FNWI,Docent 3,5637610396062400745,2021,3,Vast,Basiskwalificatie Onderwijs (BKO),0.52629,Q1,2021 Q1
35283,FNWI,Docent 3,5637610396062400745,2021,4,Vast,Basiskwalificatie Onderwijs (BKO),0.5263,Q2,2021 Q2
35284,FNWI,Docent 3,5637610396062400745,2021,5,Vast,Basiskwalificatie Onderwijs (BKO),0.74565,Q2,2021 Q2
35285,FNWI,Docent 3,5637610396062400745,2021,6,Vast,Basiskwalificatie Onderwijs (BKO),0.9263,Q2,2021 Q2
35286,FNWI,Docent 3,5637610396062400745,2021,7,Vast,Basiskwalificatie Onderwijs (BKO),0.9262900000000001,Q3,2021 Q3
35287,FNWI,Docent 3,5637610396062400745,2021,8,Vast,Basiskwalificatie Onderwijs (BKO),0.9262900000000001,Q3,2021 Q3
35294,FNWI,Docent 3,-2882575864608460963,2020,3,Tijdelijk,Geen,0.0711,Q1,2020 Q1
35295,FNWI,Docent 3,-2882575864608460963,2020,4,Tijdelijk,Geen,0.0711,Q2,2020 Q2
35296,FNWI,Docent 3,-2882575864608460963,2020,5,Tijdelijk,Geen,0.0711,Q2,2020 Q2
35297,FNWI,Docent 3,-2882575864608460963,2020,6,Tijdelijk,Geen,0.0711,Q2,2020 Q2
36811,FNWI,Docent 4,5466936930934266514,2020,8,Tijdelijk,Geen,0.54329,Q3,2020 Q3
36812,FNWI,Docent 4,5466936930934266514,2020,9,Tijdelijk,Geen,0.8421,Q3,2020 Q3
36813,FNWI,Docent 4,5466936930934266514,2020,10,Tijdelijk,Geen,0.8421,Q4,2020 Q4
36814,FNWI,Docent 4,5466936930934266514,2020,11,Tijdelijk,Geen,0.8421,Q4,2020 Q4
36815,FNWI,Docent 4,5466936930934266514,2020,12,Tijdelijk,Geen,0.8421,Q4,2020 Q4
36816,FNWI,Docent 4,5466936930934266514,2021,1,Tijdelijk,Geen,0.8421,Q1,2021 Q1
36817,FNWI,Docent 4,5466936930934266514,2021,2,Tijdelijk,Geen,0.84211,Q1,2021 Q1
36818,FNWI,Docent 4,5466936930934266514,2021,3,Tijdelijk,Geen,0.8421,Q1,2021 Q1
36819,FNWI,Docent 4,5466936930934266514,2021,4,Tijdelijk,Geen,0.8421,Q2,2021 Q2
36820,FNWI,Docent 4,5466936930934266514,2021,5,Tijdelijk,Geen,0.8421,Q2,2021 Q2
36821,FNWI,Docent 4,5466936930934266514,2021,6,Tijdelijk,Geen,0.8421,Q2,2021 Q2
36822,FNWI,Docent 4,5466936930934266514,2021,7,Tijdelijk,Geen,0.8421,Q3,2021 Q3
36823,FNWI,Docent 4,5466936930934266514,2021,8,Tijdelijk,Geen,0.8421,Q3,2021 Q3
36824,FNWI,Docent 4,5466936930934266514,2021,9,Tijdelijk,Geen,0.8421,Q3,2021 Q3
36825,FNWI,Docent 4,5466936930934266514,2021,10,Tijdelijk,Geen,0.8421,Q4,2021 Q4
36826,FNWI,Docent 4,5466936930934266514,2021,11,Tijdelijk,Geen,0.8421,Q4,2021 Q4
36827,FNWI,Docent 4,5466936930934266514,2021,12,Tijdelijk,Geen,0.8421,Q4,2021 Q4
36828,FNWI,Docent 4,5466936930934266514,2022,1,Tijdelijk,Geen,0.8421,Q1,2022 Q1
36829,FNWI,Docent 4,5466936930934266514,2022,2,Tijdelijk,Geen,0.84211,Q1,2022 Q1
36830,FNWI,Docent 4,5466936930934266514,2022,3,Tijdelijk,Geen,0.8421,Q1,2022 Q1
36831,FNWI,Docent 4,5466936930934266514,2022,4,Tijdelijk,Geen,0.8421,Q2,2022 Q2
36832,FNWI,Docent 4,5466936930934266514,2022,5,Tijdelijk,Geen,0.8421,Q2,2022 Q2
36833,FNWI,Docent 4,5466936930934266514,2022,6,Tijdelijk,Geen,0.8421,Q2,2022 Q2
36834,FNWI,Docent 4,5466936930934266514,2022,7,Tijdelijk,Geen,0.8421,Q3,2022 Q3
36835,FNWI,Docent 4,5466936930934266514,2022,8,Tijdelijk,Geen,0.8421,Q3,2022 Q3
36836,FNWI,Docent 4,5466936930934266514,2022,9,Tijdelijk,Geen,0.8421,Q3,2022 Q3
36837,FNWI,Docent 4,5466936930934266514,2022,10,Tijdelijk,Geen,0.8421,Q4,2022 Q4
36847,FNWI,Docent 4,-6944329329232464344,2020,8,Tijdelijk,Geen,0.02716,Q3,2020 Q3
36848,FNWI,Docent 4,-6944329329232464344,2020,9,Tijdelijk,Geen,0.8421,Q3,2020 Q3
36849,FNWI,Docent 4,-6944329329232464344,2020,10,Tijdelijk,Geen,0.8421,Q4,2020 Q4
36850,FNWI,Docent 4,-6944329329232464344,2020,11,Tijdelijk,Geen,0.8421,Q4,2020 Q4
36851,FNWI,Docent 4,-6944329329232464344,2020,12,Tijdelijk,Geen,0.8421,Q4,2020 Q4
36852,FNWI,Docent 4,-6944329329232464344,2021,1,Tijdelijk,Geen,0.8421,Q1,2021 Q1
36853,FNWI,Docent 4,-6944329329232464344,2021,2,Tijdelijk,Geen,0.84211,Q1,2021 Q1
36854,FNWI,Docent 4,-6944329329232464344,2021,3,Tijdelijk,Geen,0.8421,Q1,2021 Q1
36855,FNWI,Docent 4,-6944329329232464344,2021,4,Tijdelijk,Geen,0.8421,Q2,2021 Q2
36856,FNWI,Docent 4,-6944329329232464344,2021,5,Tijdelijk,Geen,0.8421,Q2,2021 Q2
36857,FNWI,Docent 4,-6944329329232464344,2021,6,Tijdelijk,Geen,0.8421,Q2,2021 Q2
36858,FNWI,Docent 4,-6944329329232464344,2021,7,Tijdelijk,Geen,0.8421,Q3,2021 Q3
36859,FNWI,Docent 4,-6944329329232464344,2021,8,Tijdelijk,Geen,0.8421,Q3,2021 Q3
36860,FNWI,Docent 4,-6944329329232464344,2021,9,Tijdelijk,Geen,0.8421,Q3,2021 Q3
36861,FNWI,Docent 4,-6944329329232464344,2021,10,Tijdelijk,Geen,0.8421,Q4,2021 Q4
36862,FNWI,Docent 4,-6944329329232464344,2021,11,Tijdelijk,Geen,0.8421,Q4,2021 Q4
36863,FNWI,Docent 4,-6944329329232464344,2021,12,Tijdelijk,Geen,0.8421,Q4,2021 Q4
36864,FNWI,Docent 4,-6944329329232464344,2022,1,Tijdelijk,Geen,0.8421,Q1,2022 Q1
36865,FNWI,Docent 4,-6944329329232464344,2022,2,Tijdelijk,Geen,0.84211,Q1,2022 Q1
36866,FNWI,Docent 4,-6944329329232464344,2022,3,Tijdelijk,Geen,0.8421,Q1,2022 Q1
36867,FNWI,Docent 4,-6944329329232464344,2022,4,Tijdelijk,Geen,0.8421,Q2,2022 Q2
36868,FNWI,Docent 4,-6944329329232464344,2022,5,Tijdelijk,Geen,0.8421,Q2,2022 Q2
36869,FNWI,Docent 4,-6944329329232464344,2022,6,Tijdelijk,Geen,0.8421,Q2,2022 Q2
36870,FNWI,Docent 4,-6944329329232464344,2022,7,Tijdelijk,Geen,0.8421,Q3,2022 Q3
36871,FNWI,Docent 4,-6944329329232464344,2022,8,Tijdelijk,Geen,0.8421,Q3,2022 Q3
36872,FNWI,Docent 4,-6944329329232464344,2022,9,Tijdelijk,Geen,0.05613,Q3,2022 Q3
35311,FNWI,Docent 3,8513120948060407154,2022,8,Vast,Basiskwalificatie Onderwijs (BKO),0.32258,Q3,2022 Q3
35312,FNWI,Docent 3,8513120948060407154,2022,9,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q3,2022 Q3
35313,FNWI,Docent 3,8513120948060407154,2022,10,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q4,2022 Q4
36876,FNWI,Docent 4,8513120948060407154,2020,1,Tijdelijk,Basiskwalificatie Onderwijs (BKO),1.0,Q1,2020 Q1
36877,FNWI,Docent 4,8513120948060407154,2020,2,Tijdelijk,Basiskwalificatie Onderwijs (BKO),1.0,Q1,2020 Q1
36878,FNWI,Docent 4,8513120948060407154,2020,3,Tijdelijk,Basiskwalificatie Onderwijs (BKO),1.0,Q1,2020 Q1
36879,FNWI,Docent 4,8513120948060407154,2020,4,Tijdelijk,Basiskwalificatie Onderwijs (BKO),1.0,Q2,2020 Q2
36880,FNWI,Docent 4,8513120948060407154,2020,5,Tijdelijk,Basiskwalificatie Onderwijs (BKO),1.0,Q2,2020 Q2
36881,FNWI,Docent 4,8513120948060407154,2020,6,Tijdelijk,Basiskwalificatie Onderwijs (BKO),1.0,Q2,2020 Q2
36882,FNWI,Docent 4,8513120948060407154,2020,7,Tijdelijk,Basiskwalificatie Onderwijs (BKO),1.0,Q3,2020 Q3
36883,FNWI,Docent 4,8513120948060407154,2020,8,Tijdelijk,Basiskwalificatie Onderwijs (BKO),1.0,Q3,2020 Q3
36884,FNWI,Docent 4,8513120948060407154,2020,9,Tijdelijk,Basiskwalificatie Onderwijs (BKO),1.0,Q3,2020 Q3
36885,FNWI,Docent 4,8513120948060407154,2020,10,Tijdelijk,Basiskwalificatie Onderwijs (BKO),1.0,Q4,2020 Q4
36886,FNWI,Docent 4,8513120948060407154,2020,11,Tijdelijk,Basiskwalificatie Onderwijs (BKO),1.0,Q4,2020 Q4
36887,FNWI,Docent 4,8513120948060407154,2020,12,Tijdelijk,Basiskwalificatie Onderwijs (BKO),1.0,Q4,2020 Q4
36888,FNWI,Docent 4,8513120948060407154,2021,1,Tijdelijk,Basiskwalificatie Onderwijs (BKO),1.0,Q1,2021 Q1
36889,FNWI,Docent 4,8513120948060407154,2021,2,Tijdelijk,Basiskwalificatie Onderwijs (BKO),1.0,Q1,2021 Q1
36890,FNWI,Docent 4,8513120948060407154,2021,3,Tijdelijk,Basiskwalificatie Onderwijs (BKO),1.0,Q1,2021 Q1
36891,FNWI,Docent 4,8513120948060407154,2021,4,Tijdelijk,Basiskwalificatie Onderwijs (BKO),1.0,Q2,2021 Q2
36892,FNWI,Docent 4,8513120948060407154,2021,5,Tijdelijk,Basiskwalificatie Onderwijs (BKO),1.0,Q2,2021 Q2
36893,FNWI,Docent 4,8513120948060407154,2021,6,Tijdelijk,Basiskwalificatie Onderwijs (BKO),1.0,Q2,2021 Q2
36894,FNWI,Docent 4,8513120948060407154,2021,7,Tijdelijk,Basiskwalificatie Onderwijs (BKO),1.0,Q3,2021 Q3
36895,FNWI,Docent 4,8513120948060407154,2021,8,Tijdelijk,Basiskwalificatie Onderwijs (BKO),1.0,Q3,2021 Q3
36896,FNWI,Docent 4,8513120948060407154,2021,9,Tijdelijk,Basiskwalificatie Onderwijs (BKO),1.0,Q3,2021 Q3
36897,FNWI,Docent 4,8513120948060407154,2021,10,Tijdelijk,Basiskwalificatie Onderwijs (BKO),1.0,Q4,2021 Q4
36898,FNWI,Docent 4,8513120948060407154,2021,11,Tijdelijk,Basiskwalificatie Onderwijs (BKO),1.0,Q4,2021 Q4
36899,FNWI,Docent 4,8513120948060407154,2021,12,Tijdelijk,Basiskwalificatie Onderwijs (BKO),1.0,Q4,2021 Q4
36900,FNWI,Docent 4,8513120948060407154,2022,1,Tijdelijk,Basiskwalificatie Onderwijs (BKO),1.0,Q1,2022 Q1
36901,FNWI,Docent 4,8513120948060407154,2022,2,Tijdelijk,Basiskwalificatie Onderwijs (BKO),1.0,Q1,2022 Q1
36902,FNWI,Docent 4,8513120948060407154,2022,3,Tijdelijk,Basiskwalificatie Onderwijs (BKO),1.0,Q1,2022 Q1
36903,FNWI,Docent 4,8513120948060407154,2022,4,Tijdelijk,Basiskwalificatie Onderwijs (BKO),1.0,Q2,2022 Q2
36904,FNWI,Docent 4,8513120948060407154,2022,5,Tijdelijk,Basiskwalificatie Onderwijs (BKO),1.0,Q2,2022 Q2
